order_id,customer_id,order_date,total_amount
154,35b8fa33,2024-08-04 11:58:57.758078,402.48
155,0eabfc89,2024-05-06 11:58:57.758237,61.64
156,c2f57958,2024-03-12 11:58:57.758405,78.76
157,937a327a,2024-11-22 11:58:57.758575,237.56
158,47a600a4,2024-02-28 11:58:57.758760,173.15
159,38f81c5b,2023-12-17 11:58:57.758950,249.51
160,1553494d,2024-10-28 11:58:57.759109,418.68
161,8edd81e6,2023-12-17 11:58:57.759267,297.65
162,fc971318,2023-12-19 11:58:57.759417,65.32
163,719f29cd,2024-08-02 11:58:57.759596,289.89
164,a6b59072,2024-11-04 11:58:57.759792,441.89
165,63c0109b,2024-12-04 11:58:57.759967,499.31
166,08c1201c,2024-11-25 11:58:57.760120,244.42
167,e97bede3,2024-09-16 11:58:57.760267,438.98
168,0b85664a,2024-07-30 11:58:57.760452,163.93
169,fa50e098,2023-12-11 11:58:57.760619,476.63
170,21980375,2024-03-08 11:58:57.760802,367.94
171,a27da2fa,2024-09-06 11:58:57.760971,242.64
172,2a70754a,2024-08-18 11:58:57.761117,355.94
173,bfc9d65f,2024-10-28 11:58:57.761260,441.72
174,4e0c353d,2024-04-18 11:58:57.761417,158.5
175,cdbc234c,2024-06-27 11:58:57.761577,483.32
176,4e3ad24b,2024-03-03 11:58:57.761733,110.8
177,98829e16,2023-12-28 11:58:57.761935,444.16
178,9cb6c5f6,2024-06-28 11:58:57.762093,475.12
179,0f224d74,2024-09-05 11:58:57.762237,332.41
180,8b13140b,2024-10-03 11:58:57.762387,402.81
181,dfff56c3,2024-07-09 11:58:57.762529,279.71
182,fdd27a50,2024-06-13 11:58:57.762665,61.12
183,cd4d2f46,2024-05-24 11:58:57.762859,392.56
184,08318cad,2024-01-15 11:58:57.763044,122.51
185,f9ff27ce,2024-02-06 11:58:57.763223,406.25
186,538e673f,2024-03-11 11:58:57.763392,92.97
187,e7532698,2024-02-15 11:58:57.763544,414.26
188,b95406fd,2024-09-23 11:58:57.763697,268.93
189,4de9e00c,2024-05-12 11:58:57.763878,319.14
190,3c5526d5,2024-02-04 11:58:57.764024,60.76
191,dc5b2800,2024-04-01 11:58:57.764179,228.2
192,7333a88b,2023-12-10 11:58:57.764323,454.88
193,71526992,2024-03-23 11:58:57.764467,293.0
194,bd442f1a,2024-06-25 11:58:57.764615,229.74
195,c3cf40ec,2024-05-05 11:58:57.764797,493.92
196,df9d05cd,2024-08-08 11:58:57.764964,257.93
197,bafb825f,2024-07-18 11:58:57.765117,60.76
198,14676cd8,2024-10-31 11:58:57.765267,466.26
199,140d7bfc,2024-01-26 11:58:57.765418,326.15
200,8ab22749,2024-05-08 11:58:57.765835,426.61
201,c55ce16b,2024-10-18 11:58:57.766022,91.94
202,f3a0aaa9,2024-03-01 11:58:57.766194,91.56
203,9a60fe72,2024-05-22 11:58:57.766356,140.04
204,ea78e194,2024-04-18 11:58:57.766507,464.36
205,41701445,2024-05-22 11:58:57.766664,364.43
206,9d6113ae,2024-04-30 11:58:57.766846,440.67
207,ae525d18,2024-09-10 11:58:57.767012,147.75
208,9396f608,2024-07-16 11:58:57.767164,251.59
209,ada85d14,2024-09-29 11:58:57.767316,290.84
210,45d8fe54,2024-02-12 11:58:57.767457,116.9
211,95befee6,2024-11-24 11:58:57.767611,56.15
212,1e380044,2023-12-26 11:58:57.767803,244.52
213,bba33d99,2024-09-27 11:58:57.767968,381.22
214,8e34322f,2024-08-11 11:58:57.768123,79.4
215,3f62755a,2024-11-23 11:58:57.768267,411.46
216,70d04df3,2024-07-13 11:58:57.768411,134.57
217,3cc57f0e,2024-02-05 11:58:57.768552,226.17
218,f3da1ebc,2024-10-26 11:58:57.768699,285.57
219,52ddb8e0,2024-09-13 11:58:57.768892,280.94
220,db1d7db7,2024-07-08 11:58:57.769086,370.27
221,c57fc9b6,2024-07-08 11:58:57.769239,468.17
222,ecb642da,2024-07-22 11:58:57.769387,477.48
223,0b62afdd,2024-04-08 11:58:57.769535,339.34
224,72a93259,2024-08-27 11:58:57.769687,296.5
225,43e4d1ab,2024-05-19 11:58:57.769865,118.48
226,dd0f911d,2024-11-23 11:58:57.770052,336.65
227,fdd27a50,2024-11-20 11:58:57.770213,57.04
228,f89ba371,2024-05-24 11:58:57.770362,88.56
229,f632dd35,2024-02-12 11:58:57.770508,80.0
230,aa5cf333,2024-06-14 11:58:57.770661,313.9
231,be89e998,2024-06-29 11:58:57.770840,365.3
232,d50f0d01,2024-10-09 11:58:57.771008,479.15
233,adc02d32,2024-02-11 11:58:57.771168,441.87
234,22daea93,2023-12-18 11:58:57.771324,56.78
235,c2b050be,2024-03-31 11:58:57.771483,199.63
236,816230f9,2024-03-23 11:58:57.771633,436.48
237,43e59f5c,2024-03-28 11:58:57.771814,125.92
238,9ff6ac2e,2024-11-13 11:58:57.771990,388.5
239,a02c641d,2024-08-05 11:58:57.772164,115.21
240,dee91a2f,2024-08-27 11:58:57.772331,479.05
241,c7e746f1,2024-01-24 11:58:57.772501,91.55
242,aded6886,2024-09-29 11:58:57.772673,484.57
243,00cab66e,2024-11-19 11:58:57.772888,349.82
244,932ebcef,2024-07-10 11:58:57.773063,374.93
245,c70fb1ff,2024-04-05 11:58:57.773301,150.24
246,78820049,2024-10-17 11:58:57.773494,360.4
247,94154dbc,2024-02-06 11:58:57.773666,296.72
248,c4df2b53,2024-01-17 11:58:57.773869,113.73
249,e80ed4bb,2024-04-22 11:58:57.774036,121.8
250,68898ce8,2024-10-05 11:58:57.774191,341.51
251,92d32c82,2024-12-02 11:58:57.774349,481.02
252,a839572f,2024-09-01 11:58:57.774529,231.05
253,0d042f98,2024-03-07 11:58:57.774694,63.42
254,1ec9027e,2024-03-12 11:58:57.775041,410.26
255,e12bdac1,2024-01-07 11:58:57.775215,326.92
256,158fd141,2024-09-28 11:58:57.775387,422.85
257,709584db,2024-05-08 11:58:57.775568,376.94
258,ade1c69a,2024-08-13 11:58:57.775744,88.37
259,9b388df3,2024-05-26 11:58:57.776678,78.88
260,a3b3c1ac,2023-12-30 11:58:57.776886,173.3
261,0da6ad19,2024-06-28 11:58:57.777081,332.65
262,66d1d977,2024-07-01 11:58:57.777256,360.59
263,d93d62c6,2024-05-06 11:58:57.777431,468.84
264,2169e766,2024-06-11 11:58:57.777609,179.12
265,09763769,2024-08-05 11:58:57.777799,333.95
266,ac18ca51,2024-04-27 11:58:57.777978,343.4
267,0f2fe89a,2024-12-03 11:58:57.778150,175.64
268,8ca7efea,2024-03-08 11:58:57.778318,142.38
269,4f6f85c4,2024-05-17 11:58:57.778488,321.96
270,0354268a,2024-01-28 11:58:57.778669,495.12
271,fa03dc37,2024-11-04 11:58:57.778877,206.87
272,b2654646,2024-08-31 11:58:57.779050,420.85
273,fa051e7d,2024-06-01 11:58:57.779233,497.26
274,743dc183,2024-07-10 11:58:57.779401,436.19
275,0c57a2ec,2024-10-14 11:58:57.779714,474.7
276,82991e21,2024-01-07 11:58:57.779927,203.9
277,1d6ff37e,2024-03-09 11:58:57.780105,84.26
278,50554199,2024-08-09 11:58:57.780280,331.81
279,762ad88f,2024-06-28 11:58:57.780446,426.29
280,50970bd7,2024-11-07 11:58:57.780670,209.27
281,07242855,2024-02-04 11:58:57.780868,270.49
282,df51a0d9,2024-02-22 11:58:57.781047,67.75
283,8e16d1df,2024-04-05 11:58:57.781225,285.87
284,7476bc9d,2024-03-20 11:58:57.781398,192.53
285,422b871f,2024-07-23 11:58:57.781585,415.56
286,0ece3ad9,2024-05-17 11:58:57.781800,225.44
287,6d8f152e,2024-10-18 11:58:57.782057,225.43
288,d8d71eb3,2024-04-07 11:58:57.782256,391.16
289,0316ffdc,2024-09-18 11:58:57.782392,331.42
290,50c583c8,2024-08-20 11:58:57.782560,433.78
291,0ac483f6,2024-09-07 11:58:57.782724,121.19
292,c8f42b2a,2024-10-08 11:58:57.782917,230.86
293,b5e60d8f,2023-12-15 11:58:57.783093,381.18
294,ded51dba,2024-06-28 11:58:57.783265,92.35
295,cf9a078d,2024-03-10 11:58:57.783418,279.69
296,ed569527,2024-06-11 11:58:57.783603,375.74
297,c78fbee5,2024-01-24 11:58:57.783828,270.88
298,57536fa4,2024-10-30 11:58:57.784024,130.66
299,95b5f660,2024-07-02 11:58:57.784182,90.38
300,7d89687c,2024-04-09 11:58:57.784347,283.37
301,d5af90fe,2024-08-19 11:58:57.784494,317.49
302,1ef886fa,2024-08-05 11:58:57.784675,302.93
303,2027ffa3,2024-11-14 11:58:57.784889,475.35
304,5c9a0713,2024-09-21 11:58:57.785043,340.01
305,5b3d9ca3,2024-07-24 11:58:57.785167,367.26
306,644c36d7,2024-03-23 11:58:57.785278,198.76
307,ae8e3448,2024-09-25 11:58:57.785385,325.99
308,eeb5308b,2024-05-26 11:58:57.785510,269.39
309,ae0328e7,2023-12-21 11:58:57.785662,164.83
310,d7ead246,2024-06-17 11:58:57.785843,127.49
311,665d64b6,2024-04-04 11:58:57.785989,239.78
312,fbd6cf92,2024-04-07 11:58:57.786113,129.07
313,737f367c,2024-11-20 11:58:57.786274,280.5
314,2c2ffc09,2024-02-25 11:58:57.786399,228.78
315,2cfa4a18,2024-10-25 11:58:57.786533,302.81
316,5321b6ca,2024-06-13 11:58:57.786681,86.42
317,ce9a5f26,2024-02-09 11:58:57.786882,100.07
318,dc1ecb61,2024-02-06 11:58:57.787059,228.89
319,59c033cf,2024-05-03 11:58:57.787231,155.23
320,4cb52e31,2024-01-08 11:58:57.787401,299.63
321,f2931901,2024-07-30 11:58:57.787591,446.64
322,0959a8d1,2024-06-22 11:58:57.787782,293.3
323,72447bde,2023-12-18 11:58:57.788113,200.35
324,37db9145,2024-08-01 11:58:57.788253,260.12
325,8334ddfd,2024-07-28 11:58:57.788374,317.98
326,e31b9346,2024-03-04 11:58:57.788493,498.78
327,5f875367,2024-02-22 11:58:57.788618,239.57
328,e1dccef2,2024-05-27 11:58:57.788738,357.23
329,475cd7ae,2024-02-12 11:58:57.788950,183.02
330,7f83d090,2024-03-25 11:58:57.789082,444.23
331,ddfba992,2024-09-18 11:58:57.789214,274.32
332,9202e7cc,2024-09-18 11:58:57.789341,311.39
333,2256d0fd,2024-01-05 11:58:57.789463,394.83
334,9b27d26a,2023-12-27 11:58:57.789618,242.38
335,aa113636,2024-11-05 11:58:57.789802,299.99
336,27ec7f34,2024-06-25 11:58:57.789966,126.94
337,9f510b2a,2024-09-30 11:58:57.790110,298.68
338,fd3a039d,2024-05-04 11:58:57.790260,69.73
339,2bf2bb93,2024-10-19 11:58:57.790400,445.8
340,beb847ea,2024-06-02 11:58:57.790561,83.7
341,c05c46cb,2024-07-15 11:58:57.790721,468.48
342,c3d9ed66,2024-10-27 11:58:57.790915,172.91
343,4b12a769,2024-11-06 11:58:57.791076,435.32
344,8688f372,2024-03-29 11:58:57.791235,488.82
345,fdb11386,2024-02-23 11:58:57.791389,109.85
346,272ed60c,2024-08-20 11:58:57.791540,447.98
347,537d3ea8,2023-12-20 11:58:57.791706,227.89
348,55725a0a,2024-05-02 11:58:57.791915,460.25
349,a6b59072,2024-04-05 11:58:57.792084,230.39
350,0fb54f9b,2024-10-22 11:58:57.792238,317.47
351,d6311add,2024-06-12 11:58:57.792386,267.91
352,2ef4e0c5,2024-08-04 11:58:57.792531,334.24
353,55f89bf1,2024-04-23 11:58:57.792684,111.61
354,1be8362a,2024-10-27 11:58:57.792877,480.23
355,9658b6f5,2024-08-29 11:58:57.793042,286.92
356,66ce89e5,2023-12-22 11:58:57.793190,236.03
357,33cc3fd8,2024-08-04 11:58:57.793336,162.36
358,915c6f4a,2024-06-13 11:58:57.793480,179.96
359,d7c926c8,2024-10-28 11:58:57.793625,465.65
360,ec5cac74,2024-05-27 11:58:57.793842,335.99
361,309040e4,2024-06-18 11:58:57.794036,243.43
362,490fbbe4,2024-07-23 11:58:57.794197,417.32
363,7299f492,2024-01-30 11:58:57.794341,153.13
364,bd497a6f,2024-04-12 11:58:57.794492,427.24
365,7cc25a3f,2024-02-13 11:58:57.794667,434.74
366,d43caffb,2024-06-21 11:58:57.794869,128.74
367,c211bf83,2024-05-26 11:58:57.795041,57.38
368,a3a98995,2024-10-06 11:58:57.795310,282.35
369,2d1f9cf5,2024-10-15 11:58:57.795467,498.07
370,c3cf40ec,2024-11-04 11:58:57.795626,107.76
371,16c5f4fa,2024-09-21 11:58:57.795803,91.65
372,5ee4ba53,2024-04-15 11:58:57.795978,381.66
373,89f4adf8,2024-07-21 11:58:57.796149,102.54
374,4ae4265b,2024-04-30 11:58:57.796326,436.09
375,89449889,2024-10-30 11:58:57.796497,89.93
376,ef95199a,2024-11-04 11:58:57.796661,58.21
377,c01b4b48,2024-01-05 11:58:57.796878,350.97
378,781c8cdf,2024-11-23 11:58:57.797040,201.02
379,d206aced,2024-02-22 11:58:57.797166,214.21
380,8dd08eb2,2024-04-14 11:58:57.797271,58.92
381,0354268a,2024-02-19 11:58:57.797418,326.33
382,09803470,2024-07-08 11:58:57.797566,415.57
383,bf8f59b0,2024-03-02 11:58:57.797715,442.67
384,60d88c23,2023-12-11 11:58:57.797906,135.57
385,375dfa66,2024-01-23 11:58:57.798066,317.73
386,27388d99,2024-05-29 11:58:57.798225,54.78
387,bc88dfc7,2023-12-16 11:58:57.798368,137.48
388,4cf3fd4f,2024-08-30 11:58:57.798505,270.44
389,a710d36d,2024-08-14 11:58:57.798651,342.3
390,6852366d,2024-07-12 11:58:57.798835,271.6
391,ff69d9d3,2024-05-28 11:58:57.799004,171.87
392,017d8035,2024-04-20 11:58:57.799154,147.7
393,c5674f94,2024-04-07 11:58:57.799302,249.5
394,c17c401e,2024-12-03 11:58:57.799482,59.6
395,ef9148a2,2024-04-13 11:58:57.799674,244.81
396,824b7212,2024-01-02 11:58:57.799865,454.22
397,69f7b96f,2024-03-07 11:58:57.800030,357.23
398,2a5c7bcd,2024-12-01 11:58:57.800179,173.82
399,6562bab5,2024-02-15 11:58:57.800326,286.37
400,183f39c6,2024-11-05 11:58:57.800475,164.77
401,b8cbee5f,2023-12-30 11:58:57.800623,111.47
402,18c5a7cb,2024-06-08 11:58:57.800807,483.43
403,ce4793c3,2024-03-12 11:58:57.800978,172.35
404,6f42917e,2024-10-04 11:58:57.801135,234.77
405,e05902ed,2024-02-27 11:58:57.801288,100.18
406,a1c2265b,2024-11-23 11:58:57.801436,453.37
407,e7e72858,2024-02-17 11:58:57.801601,470.99
408,3da59c6c,2024-09-28 11:58:57.801915,261.78
409,cd21bf90,2024-05-04 11:58:57.802112,469.87
410,a472388f,2024-03-17 11:58:57.802266,150.53
411,3a0570d3,2024-11-21 11:58:57.802417,338.6
412,da70bf65,2023-12-31 11:58:57.802569,333.78
413,24c594f4,2024-10-24 11:58:57.802927,229.62
414,9d507ee7,2024-07-08 11:58:57.803093,183.52
415,e12bdac1,2024-01-07 11:58:57.803246,111.06
416,95678940,2024-08-17 11:58:57.803525,418.08
417,6008178d,2024-01-18 11:58:57.803701,408.75
418,867b094d,2024-10-21 11:58:57.803997,373.67
419,483e2dc5,2024-06-12 11:58:57.804175,414.52
420,5ef08b2a,2024-07-25 11:58:57.804336,262.47
421,125238e1,2024-11-11 11:58:57.804494,463.23
422,4f9d5986,2024-03-23 11:58:57.804675,157.9
423,ba64715b,2024-02-22 11:58:57.804891,456.98
424,070c77ee,2024-11-12 11:58:57.805075,456.43
425,a62529f3,2024-04-24 11:58:57.805349,135.72
426,b5b757c9,2024-08-08 11:58:57.805529,451.79
427,6fc12a5b,2024-12-05 11:58:57.805695,52.84
428,c0693c90,2024-03-05 11:58:57.805975,168.31
429,e3fb76c1,2024-02-23 11:58:57.806159,187.01
430,d979dc29,2024-05-16 11:58:57.806398,91.04
431,b5dd25d6,2023-12-10 11:58:57.806581,370.28
432,84286b0d,2024-10-14 11:58:57.806777,247.9
433,dde736e3,2024-11-09 11:58:57.806963,488.51
434,d12496f0,2024-03-13 11:58:57.807150,413.99
435,3e833dec,2024-01-11 11:58:57.807326,200.8
436,ff99e5b8,2024-05-19 11:58:57.807492,101.69
437,6e0cfe08,2024-01-20 11:58:57.807656,211.98
438,a7e69f9d,2024-09-02 11:58:57.812224,121.41
439,b77e00e2,2024-11-21 11:58:57.812488,145.54
440,3c31732f,2024-02-29 11:58:57.812675,424.57
441,6452e4dd,2024-02-02 11:58:57.812902,364.45
442,7a4bff1d,2024-11-20 11:58:57.813100,168.03
443,f67c3169,2024-07-13 11:58:57.813285,181.35
444,1673cb1e,2024-08-26 11:58:57.813457,168.61
445,434fbd90,2024-01-25 11:58:57.813730,348.46
446,87bc78e4,2024-04-20 11:58:57.813992,135.46
447,1e59fed8,2024-10-19 11:58:57.814170,236.95
448,49f18d93,2024-03-26 11:58:57.814429,135.31
449,2bd90bea,2024-01-23 11:58:57.814572,224.96
450,1a48f285,2024-02-27 11:58:57.814698,378.31
451,54fbe24c,2024-07-07 11:58:57.814885,378.31
452,0f36e8af,2024-06-18 11:58:57.815074,75.82
453,33ba3cbe,2024-05-23 11:58:57.815244,337.34
454,abce7304,2024-05-18 11:58:57.815372,166.5
455,747c3a1a,2024-11-24 11:58:57.815490,252.78
456,d429602a,2024-03-11 11:58:57.815618,468.64
457,b198a296,2024-03-21 11:58:57.815736,463.74
458,33347bab,2024-09-23 11:58:57.815898,408.92
459,c01b4b48,2024-12-03 11:58:57.816020,78.05
460,c3b1c43d,2024-09-13 11:58:57.816137,123.87
461,9ca02360,2024-06-29 11:58:57.816251,95.15
462,c057cb7a,2024-06-04 11:58:57.816365,386.76
463,8bf21df9,2024-02-16 11:58:57.816476,398.26
464,ade1c69a,2024-01-20 11:58:57.816593,187.44
465,10fca5da,2024-08-03 11:58:57.816706,253.02
466,a496a9c2,2024-01-10 11:58:57.816861,141.12
467,52dcf560,2024-11-26 11:58:57.816988,261.9
468,08578ec3,2024-08-27 11:58:57.817102,94.45
469,1ba0ac68,2024-05-24 11:58:57.817212,108.39
470,91da96ee,2024-01-12 11:58:57.817322,356.04
471,0b85664a,2024-01-28 11:58:57.817430,399.32
472,a3ef5c30,2024-07-01 11:58:57.817540,287.98
473,53454e78,2024-09-14 11:58:57.817652,433.42
474,3be8c5da,2024-04-11 11:58:57.817787,56.57
475,46a0f0f3,2024-09-25 11:58:57.817913,88.53
476,adbaca5f,2024-05-20 11:58:57.818028,472.0
477,2025b4cb,2024-02-19 11:58:57.818138,468.49
478,51955c17,2024-05-27 11:58:57.818251,184.96
479,c70fb1ff,2024-03-12 11:58:57.818361,134.78
480,593f4a08,2024-03-20 11:58:57.818469,116.31
481,382eb92b,2024-06-25 11:58:57.818583,139.68
482,864cf4ee,2024-05-14 11:58:57.818728,96.99
483,3a7e893f,2024-10-18 11:58:57.818918,428.32
484,e1efa61a,2024-04-12 11:58:57.819057,497.06
485,005fc6eb,2024-11-03 11:58:57.819180,353.86
486,c991e467,2024-06-09 11:58:57.819303,183.01
487,9b872a6d,2024-01-17 11:58:57.819431,417.16
488,92198d11,2024-02-17 11:58:57.819587,238.12
489,0a02c44f,2024-03-13 11:58:57.819732,327.29
