order_id,product_id,quantity,price
282,162,10,135.51
282,35,4,15.57
283,96,8,81.15
284,110,7,188.53
284,155,8,193.95
285,188,9,50.62
285,120,1,47.88
286,25,5,120.09
286,189,1,136.23
286,53,2,163.37
287,100,5,12.27
287,32,8,189.54
288,75,8,91.53
289,177,7,198.45
289,86,7,151.92
289,6,5,44.07
289,135,4,121.55
290,147,8,150.02
291,15,9,40.38
291,25,3,73.21
291,72,4,180.45
292,147,7,14.44
292,142,10,154.59
292,45,4,135.94
292,171,9,44.0
293,84,5,61.24
293,121,6,164.38
294,71,7,141.59
294,118,9,57.62
295,145,1,198.87
295,55,1,74.24
295,153,2,56.53
295,83,9,93.7
295,47,7,139.29
296,64,3,69.98
297,116,4,138.76
297,107,4,111.23
297,106,7,165.26
297,195,6,195.47
298,36,4,17.95
298,125,3,191.9
299,63,6,121.66
299,165,8,31.09
299,4,3,170.19
299,134,9,105.1
299,46,4,130.42
300,71,4,141.51
300,66,4,139.02
300,73,6,33.4
300,90,1,11.53
301,152,7,76.94
301,142,9,117.46
302,44,5,26.78
302,64,2,84.57
302,35,6,133.39
303,5,1,174.51
303,195,8,84.34
303,61,7,77.68
303,48,4,166.48
304,63,3,39.6
304,12,10,43.53
304,9,1,74.5
304,49,5,124.68
304,168,2,47.67
305,89,6,140.05
306,44,8,186.22
306,176,1,144.14
306,19,10,167.88
306,148,2,182.48
307,122,2,190.69
307,56,4,190.32
307,133,3,177.2
307,177,4,146.49
308,55,1,59.71
309,33,7,21.37
309,8,8,187.55
310,40,9,21.11
310,140,7,109.24
310,95,10,105.34
310,150,10,58.57
311,46,4,90.44
311,1,5,111.57
312,8,2,176.02
312,132,9,65.29
312,115,7,164.9
313,117,5,107.24
313,159,9,110.12
313,194,8,124.41
313,182,5,131.7
314,133,9,199.41
314,170,5,153.34
314,123,2,113.82
314,79,10,145.51
314,138,1,119.67
315,161,6,120.59
315,141,10,12.63
316,100,10,55.14
316,99,7,100.84
317,50,8,78.78
318,14,8,180.83
318,148,1,58.38
318,105,7,87.25
318,94,2,81.35
318,172,1,56.44
319,107,2,57.72
319,8,4,174.55
319,133,5,71.8
319,80,1,116.36
320,65,10,56.91
320,121,2,107.0
320,20,10,172.32
321,138,8,59.42
321,30,6,139.52
321,61,10,44.44
321,143,3,71.46
321,138,7,33.44
322,132,7,195.03
322,65,10,63.38
323,37,5,101.86
323,114,4,67.04
324,166,2,136.34
324,6,7,133.01
324,34,8,116.11
324,115,10,77.09
324,88,1,52.19
325,92,1,129.71
326,35,4,162.11
326,25,9,163.81
326,81,1,84.39
327,141,1,11.16
327,131,8,146.41
328,152,2,31.05
328,156,7,96.34
328,83,9,21.26
328,22,6,178.02
329,166,10,20.37
330,101,10,129.3
330,182,5,47.85
331,168,9,157.63
331,181,2,121.64
331,84,9,54.35
331,31,2,115.9
331,121,4,129.78
332,129,2,73.21
332,178,6,168.81
332,91,1,69.98
332,18,2,85.41
333,150,6,88.66
333,11,3,171.89
333,71,10,140.97
333,103,4,173.15
334,135,9,24.62
334,24,10,137.27
334,50,6,114.73
335,91,2,125.39
335,92,3,179.31
336,190,10,23.65
336,70,5,69.19
336,60,2,70.08
337,151,6,160.9
337,168,10,94.15
337,104,7,169.8
338,52,5,145.13
338,186,5,199.83
339,4,3,68.25
339,185,6,84.32
339,142,7,42.92
339,137,7,98.84
340,179,2,51.16
341,65,8,18.94
342,22,2,181.25
342,119,9,188.46
342,30,8,124.47
343,29,8,190.52
343,67,9,183.61
343,76,3,144.71
344,98,9,129.26
344,193,5,18.21
344,8,2,37.98
344,32,3,184.29
344,26,6,128.56
345,5,2,26.93
345,85,8,44.16
346,30,1,85.48
346,13,9,140.16
347,77,1,86.26
347,116,2,124.88
347,36,1,188.86
347,182,2,59.74
347,105,7,176.67
348,162,8,196.33
348,119,5,139.14
348,123,4,138.66
349,111,10,43.06
349,167,4,143.64
349,136,4,127.71
350,15,8,177.74
350,45,1,93.73
350,124,9,154.67
350,149,3,154.84
350,90,8,49.83
351,200,3,81.81
352,139,7,15.66
352,12,7,11.94
352,113,7,175.51
353,92,9,140.76
353,74,6,83.97
353,97,8,104.68
354,63,1,64.32
354,7,7,17.42
355,33,4,115.79
355,113,3,84.0
356,140,10,156.69
357,124,7,181.06
357,135,8,184.01
357,168,3,115.6
358,176,9,174.64
359,151,3,198.22
359,61,6,193.74
359,83,1,196.45
359,138,6,163.13
360,52,1,36.46
360,75,7,194.88
360,153,2,128.73
360,177,5,180.24
360,132,10,143.49
361,73,8,86.13
361,167,10,58.82
362,12,2,88.7
362,173,8,182.16
362,13,9,88.66
362,147,1,168.08
362,188,1,130.04
363,60,8,116.18
364,193,3,134.51
364,66,8,165.46
364,12,1,60.23
365,35,6,69.54
365,170,3,52.26
365,140,5,183.23
365,60,2,151.15
365,185,6,197.35
366,153,9,184.53
366,117,8,109.42
366,26,7,81.0
367,33,2,173.8
367,103,8,42.49
368,6,5,152.27
368,101,3,195.0
368,25,1,74.27
368,61,6,198.96
368,32,7,35.53
369,155,6,21.31
370,194,10,163.06
370,84,9,18.75
371,180,8,168.68
371,60,8,84.07
371,31,3,73.12
371,49,2,10.9
371,134,8,97.37
372,76,5,156.62
372,178,6,199.95
372,41,3,50.38
372,25,3,68.77
373,140,1,23.77
373,32,5,82.55
373,72,7,199.03
374,187,3,28.77
374,180,1,197.46
375,118,6,102.1
375,8,9,167.69
375,141,3,69.18
375,15,8,96.79
376,149,2,13.56
376,23,3,63.13
376,164,7,98.14
376,35,5,163.56
377,117,10,174.39
378,48,7,16.51
378,61,10,156.21
378,65,2,53.17
378,4,7,12.37
378,47,9,106.26
379,149,3,37.02
380,83,7,194.34
380,124,8,80.53
380,94,5,48.41
380,149,4,162.36
380,181,6,72.63
381,195,1,79.69
381,126,1,164.21
381,72,10,30.72
381,195,4,79.96
382,192,9,104.22
382,60,5,63.15
383,145,10,188.75
383,162,6,68.56
383,147,8,165.86
384,125,7,140.14
384,47,10,78.01
384,180,8,147.93
384,136,9,149.44
385,31,3,124.32
385,12,7,48.55
385,68,8,167.37
385,165,6,118.62
386,82,7,153.74
386,126,9,113.75
386,89,3,52.29
386,186,8,196.33
386,195,2,196.34
387,59,1,191.3
387,151,5,166.86
387,189,2,125.37
388,68,10,125.35
389,121,9,40.3
389,192,2,50.67
390,41,9,110.82
390,47,3,92.22
390,178,3,169.28
390,88,9,174.26
390,118,6,158.94
391,33,1,145.47
391,22,6,127.38
392,71,8,111.51
392,129,2,98.92
392,76,5,99.95
392,173,2,171.1
393,147,7,183.57
393,194,9,152.09
393,172,1,37.67
393,108,5,98.96
393,94,5,199.49
394,112,2,77.66
394,122,9,148.6
394,96,6,151.98
395,161,8,185.94
395,18,5,23.77
396,143,10,118.92
396,151,8,154.74
396,135,5,65.58
397,79,8,45.94
397,77,5,55.63
398,82,6,129.14
398,146,8,134.63
398,152,1,146.56
398,18,1,145.26
399,120,4,161.89
399,159,10,105.99
400,184,5,60.3
400,116,1,126.05
400,73,3,197.53
400,59,1,75.77
401,118,4,53.43
401,24,2,67.89
402,83,10,166.17
403,93,9,69.63
403,164,5,48.7
404,2,3,190.55
404,116,9,174.94
404,189,4,36.16
404,197,4,116.65
405,154,1,170.07
405,189,10,106.6
406,167,5,136.46
406,151,6,20.0
406,47,9,119.43
407,3,4,118.07
407,37,4,186.37
407,10,4,35.77
407,110,6,50.37
407,181,2,11.61
408,188,4,179.58
409,111,9,49.18
409,94,3,96.31
409,66,1,94.2
409,75,8,174.84
409,89,8,28.01
410,38,2,132.59
410,55,9,190.74
410,68,5,58.12
411,96,1,132.89
412,134,7,196.54
412,149,4,130.44
412,1,4,124.2
412,131,8,22.01
413,86,6,44.18
414,138,3,163.91
414,54,1,56.53
414,29,4,97.71
414,108,10,177.31
414,186,7,129.64
415,15,10,160.8
415,74,8,37.41
415,72,4,144.38
415,32,4,183.94
415,29,6,192.2
416,49,10,134.8
416,82,8,45.63
416,8,7,135.95
416,65,3,122.28
417,190,7,63.74
417,134,6,119.97
417,99,1,126.8
418,197,3,163.87
418,22,7,72.25
419,58,6,44.19
420,154,7,22.62
420,89,10,57.08
420,165,1,128.52
420,182,3,151.9
421,181,4,71.8
421,90,8,157.07
422,18,3,146.24
422,59,8,41.47
423,127,3,198.9
423,120,3,71.79
423,164,10,193.69
423,159,4,106.31
424,6,10,15.26
424,178,7,114.8
424,60,2,12.22
425,36,8,62.97
425,85,5,40.81
425,46,7,152.78
425,29,3,173.26
425,151,7,128.31
426,1,8,77.44
426,132,3,107.52
426,146,9,39.6
427,150,7,72.17
427,53,9,114.94
428,68,10,136.07
429,152,3,166.4
429,176,2,104.49
430,189,10,30.97
430,167,5,82.88
430,22,7,147.1
431,197,9,12.64
431,107,10,43.47
431,117,1,42.21
432,53,8,18.72
432,191,7,85.18
432,168,9,164.18
433,27,1,155.64
433,174,6,94.02
433,159,1,92.2
433,179,10,80.93
433,197,5,178.84
434,49,5,178.6
435,122,1,59.36
435,4,7,103.59
436,177,3,98.56
437,19,1,71.21
437,64,5,150.56
437,96,2,108.86
438,137,3,54.82
438,112,2,145.87
438,156,4,49.97
439,168,5,170.52
440,37,6,89.74
441,158,7,136.42
441,100,1,17.89
441,84,8,120.49
441,190,6,52.11
441,107,9,170.92
442,47,5,159.43
443,122,5,58.11
444,4,3,117.42
444,181,2,174.25
444,133,4,167.56
445,51,3,188.08
445,166,2,37.15
445,186,8,127.6
446,95,1,36.47
447,144,4,10.59
447,95,4,35.73
447,181,3,91.12
447,41,8,24.17
448,46,1,79.3
448,80,1,89.17
448,17,6,165.77
448,160,5,29.5
448,3,6,43.6
449,67,1,171.52
449,55,6,77.99
450,112,2,96.71
450,116,10,165.79
450,174,3,103.94
450,156,10,18.51
451,45,10,107.28
451,144,6,113.27
452,74,2,57.82
452,169,4,21.55
452,174,7,14.54
452,124,6,176.74
453,21,1,152.68
453,133,8,18.45
454,77,1,93.9
454,16,10,163.75
454,130,10,15.72
454,110,10,24.34
454,3,2,109.67
455,115,8,88.5
455,104,6,192.92
455,135,8,139.69
455,63,7,107.86
456,56,7,123.52
456,83,4,38.73
456,178,4,31.89
457,83,6,54.98
457,129,10,190.03
457,5,4,157.27
457,163,4,185.96
458,71,8,71.26
458,179,2,151.74
458,119,10,167.29
459,167,10,188.07
459,26,3,113.45
459,183,10,98.47
459,124,8,12.05
460,51,4,184.75
460,83,4,73.88
460,166,8,158.8
461,84,10,137.11
461,88,2,112.55
461,84,8,74.82
462,151,8,123.4
462,40,8,191.28
462,15,6,174.46
462,145,3,25.17
462,25,7,92.77
463,112,6,68.84
463,93,9,159.89
464,67,4,18.06
464,185,5,118.4
464,9,6,165.87
464,89,9,52.44
464,75,4,164.16
465,49,6,55.29
